"","x"
"14239",-61.74
"14240",-56.67
"14241",-49.45
"14242",-40.4
"14243",-30
"14244",-18.95
"14245",-8.06
"14246",1.66
"14247",9.06
"14248",13.09
"14249",13.14
"14250",9.28
"14251",1.94
"14252",-8.01
"14253",-19.75
"14254",-32.46
"14255",-45.18
"14256",-56.83
"14257",-66.26
"14258",-72.62
"14259",-75.54
"14260",-75.23
"14261",-72.44
"14262",-68.23
"14263",-63.83
"14264",-60.37
"14265",-58.76
"14266",-59.27
"14267",-61.5
"14268",-64.12
"14269",-65.42
"14270",-63.79
"14271",-58.5
"14272",-49.91
"14273",-39.14
"14274",-27.65
"14275",-16.46
"14276",-6.11
"14277",3.24
"14278",11.23
"14279",17.24
"14280",20.46
"14281",20.34
"14282",17.13
"14283",11.78
"14284",5.76
"14285",0.47
"14286",-3.23
"14287",-5.14
"14288",-5.61
"14289",-5.15
"14290",-4.31
"14291",-3.55
"14292",-3.2
"14293",-3.48
"14294",-4.36
"14295",-5.68
"14296",-7.07
"14297",-8.24
"14298",-9.02
"14299",-9.54
"14300",-10.02
"14301",-10.59
"14302",-11.03
"14303",-10.75
"14304",-9.07
"14305",-5.5
"14306",-0.11
"14307",6.47
"14308",13.1
"14309",18.78
"14310",22.89
"14311",25.37
"14312",26.65
"14313",27.3
"14314",27.88
"14315",28.66
"14316",29.67
"14317",30.65
"14318",31.42
"14319",31.68
"14320",31.29
"14321",30.2
"14322",28.53
"14323",26.58
"14324",24.71
"14325",23.17
"14326",22.07
"14327",21.48
"14328",21.41
"14329",21.75
"14330",22.09
"14331",21.54
"14332",18.86
"14333",13.04
"14334",4.08
"14335",-6.71
"14336",-16.89
"14337",-23.97
"14338",-26.59
"14339",-25.07
"14340",-21.25
"14341",-17.36
"14342",-14.84
"14343",-13.63
"14344",-12.58
"14345",-10.34
"14346",-6.42
"14347",-1.52
"14348",2.97
"14349",5.52
"14350",5.44
"14351",3.12
"14352",-0.04
"14353",-2.13
"14354",-1.51
"14355",2.59
"14356",9.7
"14357",18.3
"14358",26.22
"14359",31.62
"14360",33.56
"14361",32.26
"14362",28.71
"14363",23.93
"14364",18.29
"14365",11.47
"14366",2.92
"14367",-7.51
"14368",-18.93
"14369",-29.7
"14370",-37.94
"14371",-42.23
"14372",-41.99
"14373",-37.38
"14374",-28.95
"14375",-17.41
"14376",-3.93
"14377",9.93
"14378",22.01
"14379",30.09
"14380",32.83
"14381",30.38
"14382",24.39
"14383",17.28
"14384",11.01
"14385",6.33
"14386",2.89
"14387",-0.21
"14388",-3.43
"14389",-6.56
"14390",-9.02
"14391",-10.56
"14392",-11.59
"14393",-12.99
"14394",-15.21
"14395",-17.7
"14396",-19.06
"14397",-17.73
"14398",-13.26
"14399",-6.8
"14400",-0.88
"14401",1.82
"14402",-0.29
"14403",-6.79
"14404",-15.53
"14405",-23.6
"14406",-28.52
"14407",-29.16
"14408",-25.78
"14409",-19.63
"14410",-12.06
"14411",-4.17
"14412",3.36
"14413",10.18
"14414",15.9
"14415",20.15
"14416",22.73
"14417",23.92
"14418",24.44
"14419",25.43
"14420",27.87
"14421",31.99
"14422",37.01
"14423",41.19
"14424",42.44
"14425",39.28
"14426",31.81
"14427",21.86
"14428",12.35
"14429",6.18
"14430",4.75
"14431",7.67
"14432",12.95
"14433",18.06
"14434",20.97
"14435",20.85
"14436",17.92
"14437",13.04
"14438",7.48
"14439",2.48
"14440",-0.62
"14441",-0.77
"14442",2.52
"14443",8.98
"14444",17.65
"14445",27.29
"14446",36.93
"14447",46
"14448",54.07
"14449",60.61
"14450",64.59
"14451",64.81
"14452",60.58
"14453",52.18
"14454",40.82
"14455",28.33
"14456",16.39
"14457",5.96
"14458",-2.43
"14459",-8.72
"14460",-13.04
"14461",-15.76
"14462",-17.76
"14463",-20.32
"14464",-24.77
"14465",-31.8
"14466",-41.09
"14467",-51.35
"14468",-60.95
"14469",-68.61
"14470",-73.79
"14471",-76.63
"14472",-77.41
"14473",-75.98
"14474",-71.77
"14475",-64.26
"14476",-53.49
"14477",-40.58
"14478",-27.36
"14479",-15.66
"14480",-6.78
"14481",-1.09
"14482",1.93
"14483",3.23
"14484",3.78
"14485",4.41
"14486",5.56
"14487",7.31
"14488",9.41
"14489",11.11
"14490",11.58
"14491",10.23
"14492",6.97
"14493",2.43
"14494",-2.34
"14495",-6.41
"14496",-9.38
"14497",-11.38
"14498",-12.86
"14499",-14.27
"14500",-15.98
"14501",-18.36
"14502",-21.89
"14503",-26.82
"14504",-32.84
"14505",-38.67
"14506",-42.23
"14507",-41.62
"14508",-35.89
"14509",-25.83
"14510",-13.64
"14511",-1.91
"14512",7.54
"14513",14.04
"14514",17.83
"14515",19.33
"14516",18.7
"14517",15.98
"14518",11.51
"14519",6.24
"14520",1.65
"14521",-0.96
"14522",-1.24
"14523",0.14
"14524",2.15
"14525",4.22
"14526",6.67
"14527",10.22
"14528",15.15
"14529",20.58
"14530",24.65
"14531",25.35
"14532",21.64
"14533",14.08
"14534",4.31
"14535",-5.99
"14536",-15.95
"14537",-25.79
"14538",-35.94
"14539",-46.04
"14540",-54.38
"14541",-58.45
"14542",-56.1
"14543",-46.9
"14544",-32.52
"14545",-16.12
"14546",-1.17
"14547",9.8
"14548",15.9
"14549",17.84
"14550",17.06
"14551",15.15
"14552",13.19
"14553",11.76
"14554",10.94
"14555",10.45
"14556",9.75
"14557",8.13
"14558",5.02
"14559",0.19
"14560",-5.94
"14561",-12.47
"14562",-18.22
"14563",-22.34
"14564",-24.57
"14565",-25.3
"14566",-25.26
"14567",-25.25
"14568",-25.95
"14569",-27.83
"14570",-31.12
"14571",-35.63
"14572",-40.55
"14573",-44.45
"14574",-45.57
"14575",-42.45
"14576",-34.69
"14577",-23.23
"14578",-10.05
"14579",2.64
"14580",13.24
"14581",21.26
"14582",27.08
"14583",31.39
"14584",34.63
"14585",36.89
"14586",37.94
"14587",37.67
"14588",36.3
"14589",34.12
"14590",31.3
"14591",27.87
"14592",23.81
"14593",19.43
"14594",15.49
"14595",12.87
"14596",11.98
"14597",12.34
"14598",12.52
"14599",10.87
"14600",6.35
"14601",-1.14
"14602",-10.71
"14603",-21.11
"14604",-31.2
"14605",-40.05
"14606",-46.79
"14607",-50.45
"14608",-50.02
"14609",-44.83
"14610",-35.32
"14611",-22.99
"14612",-10.07
"14613",1.23
"14614",9.59
"14615",14.73
"14616",17.36
"14617",18.85
"14618",20.7
"14619",23.94
"14620",29
"14621",35.4
"14622",41.72
"14623",46.21
"14624",47.27
"14625",44.14
"14626",37.34
"14627",28.31
"14628",18.81
"14629",10.38
"14630",3.86
"14631",-0.68
"14632",-3.64
"14633",-5.73
"14634",-7.95
"14635",-11.27
"14636",-16.55
"14637",-23.98
"14638",-32.63
"14639",-40.5
"14640",-45.11
"14641",-44.46
"14642",-37.9
"14643",-26.49
"14644",-12.29
"14645",2.53
"14646",16.5
"14647",29.21
"14648",40.68
"14649",50.84
"14650",59.18
"14651",64.95
"14652",67.58
"14653",67.21
"14654",64.76
"14655",61.31
"14656",57.78
"14657",54.51
"14658",51.63
"14659",49.23
"14660",47.6
"14661",46.92
"14662",46.87
"14663",46.56
"14664",44.62
"14665",39.91
"14666",32
"14667",21.4
"14668",9.07
"14669",-3.97
"14670",-17.05
"14671",-29.74
"14672",-41.36
"14673",-50.71
"14674",-55.99
"14675",-55.58
"14676",-48.79
"14677",-36.28
"14678",-20.11
"14679",-2.89
"14680",12.64
"14681",24.54
"14682",31.75
"14683",34.32
"14684",33.1
"14685",29.4
"14686",24.82
"14687",20.8
"14688",18.5
"14689",18.43
"14690",20.82
"14691",25.44
"14692",31.88
"14693",39.47
"14694",47.21
"14695",53.86
"14696",58.15
"14697",59.13
"14698",56.29
"14699",50
"14700",41.11
"14701",30.84
"14702",20.21
"14703",9.9
"14704",0.17
"14705",-9.1
"14706",-18.03
"14707",-26.48
"14708",-33.75
"14709",-38.67
"14710",-39.85
"14711",-36.15
"14712",-27.19
"14713",-13.6
"14714",3.06
"14715",20.67
"14716",36.97
"14717",50.07
"14718",58.64
"14719",62.09
"14720",60.55
"14721",54.78
"14722",46.01
"14723",35.58
"14724",24.61
"14725",13.78
"14726",3.3
"14727",-6.83
"14728",-16.39
"14729",-24.91
"14730",-31.83
"14731",-36.8
"14732",-40.14
"14733",-42.63
"14734",-45.31
"14735",-48.91
"14736",-53.33
"14737",-57.67
"14738",-60.6
"14739",-60.93
"14740",-57.87
"14741",-51.31
"14742",-41.5
"14743",-28.88
"14744",-14.07
"14745",2.19
"14746",18.99
"14747",35.14
"14748",49.35
"14749",60.41
"14750",67.49
"14751",70.27
"14752",68.95
"14753",64.15
"14754",56.71
"14755",47.69
"14756",38.08
"14757",28.75
"14758",20.25
"14759",12.6
"14760",5.45
"14761",-1.8
"14762",-9.34
"14763",-16.78
"14764",-23.15
"14765",-27.38
"14766",-28.92
"14767",-28.32
"14768",-27.13
"14769",-27.25
"14770",-29.96
"14771",-35.13
"14772",-40.9
"14773",-44.34
"14774",-42.6
"14775",-33.88
"14776",-18.22
"14777",2.53
"14778",25.49
"14779",47.54
"14780",65.91
"14781",78.5
"14782",83.95
"14783",81.35
"14784",70.38
"14785",51.43
"14786",25.7
"14787",-4.61
"14788",-36.71
"14789",-67.58
"14790",-94.61
"14791",-115.74
"14792",-129.99
"14793",-137.42
"14794",-139.08
"14795",-136.57
"14796",-131.62
"14797",-125.51
"14798",-118.85
"14799",-111.61
"14800",-103.45
"14801",-94.24
"14802",-84.28
"14803",-74.43
"14804",-65.72
"14805",-58.91
"14806",-54.21
"14807",-51
"14808",-47.89
"14809",-43.14
"14810",-35.2
"14811",-23.16
"14812",-7.02
"14813",12.25
"14814",33.15
"14815",54.02
"14816",73.39
"14817",90.07
"14818",103.13
"14819",111.81
"14820",115.63
"14821",114.53
"14822",108.88
"14823",99.49
"14824",87.29
"14825",73.13
"14826",57.57
"14827",41.09
"14828",24.26
"14829",7.79
"14830",-7.6
"14831",-21.43
"14832",-33.42
"14833",-43.59
"14834",-51.95
"14835",-58.29
"14836",-62.37
"14837",-63.84
"14838",-62.71
"14839",-59.27
"14840",-54.19
"14841",-48.08
"14842",-41.47
"14843",-34.47
"14844",-26.92
"14845",-18.55
"14846",-9.12
"14847",1.21
"14848",12.19
"14849",23.42
"14850",34.69
"14851",45.86
"14852",56.7
"14853",66.55
"14854",74.21
"14855",78.34
"14856",77.87
"14857",72.58
"14858",63.22
"14859",51.02
"14860",37.14
"14861",22.21
"14862",6.25
"14863",-10.82
"14864",-28.65
"14865",-46.44
"14866",-63.03
"14867",-77.26
"14868",-88.18
"14869",-94.94
"14870",-96.81
"14871",-93.45
"14872",-85.39
"14873",-74.31
"14874",-63
"14875",-54.58
"14876",-51.36
"14877",-53.86
"14878",-60.41
"14879",-67.97
"14880",-73.2
"14881",-73.78
"14882",-69.05
"14883",-59.93
"14884",-48.12
"14885",-35.35
"14886",-22.75
"14887",-10.76
"14888",0.58
"14889",11.1
"14890",20.3
"14891",27.39
"14892",31.62
"14893",32.81
"14894",31.46
"14895",28.54
"14896",25.21
"14897",22.24
"14898",19.83
"14899",17.74
"14900",15.5
"14901",12.92
"14902",10.24
"14903",8
"14904",6.68
"14905",6.48
"14906",7.09
"14907",7.82
"14908",7.99
"14909",7.12
"14910",5.25
"14911",2.8
"14912",0.27
"14913",-2.08
"14914",-4.19
"14915",-6.1
"14916",-7.66
"14917",-8.38
"14918",-7.53
"14919",-4.38
"14920",1.42
"14921",9.66
"14922",19.55
"14923",29.98
"14924",39.79
"14925",47.98
"14926",53.9
"14927",57.17
"14928",57.78
"14929",55.97
"14930",52.19
"14931",47.03
"14932",41.01
"14933",34.66
"14934",28.43
"14935",22.74
"14936",17.89
"14937",14.03
"14938",11.16
"14939",9
"14940",7.19
"14941",5.37
"14942",3.38
"14943",1.21
"14944",-1.02
"14945",-3.27
"14946",-5.57
"14947",-8.07
"14948",-11.03
"14949",-14.68
"14950",-18.96
"14951",-23.44
"14952",-27.36
"14953",-29.81
"14954",-30.05
"14955",-27.84
"14956",-23.44
"14957",-17.58
"14958",-11.06
"14959",-4.57
"14960",1.5
"14961",6.95
"14962",11.64
"14963",15.39
"14964",18
"14965",19.35
"14966",19.53
"14967",18.76
"14968",17.29
"14969",15.36
"14970",13.11
"14971",10.7
"14972",8.43
"14973",6.6
"14974",5.37
"14975",4.88
"14976",5
"14977",5.4
"14978",5.77
"14979",5.83
"14980",5.39
"14981",4.28
"14982",2.24
"14983",-0.99
"14984",-5.58
"14985",-11.36
"14986",-17.68
"14987",-23.24
"14988",-26.57
"14989",-26.4
"14990",-22.13
"14991",-14.19
"14992",-3.84
"14993",7.25
"14994",17.6
"14995",26.3
"14996",33.22
"14997",38.54
"14998",42.51
"14999",45.22
"15000",46.6
"15001",46.54
"15002",45.23
"15003",43.09
"15004",40.64
"15005",38.4
"15006",36.52
"15007",34.82
"15008",32.99
"15009",30.7
"15010",27.74
"15011",24.13
"15012",20.09
"15013",15.88
"15014",11.92
"15015",8.49
"15016",5.6
"15017",3.06
"15018",0.4
"15019",-2.9
"15020",-7.21
"15021",-12.56
"15022",-18.57
"15023",-24.49
"15024",-29.34
"15025",-32.26
"15026",-32.57
"15027",-30.22
"15028",-25.61
"15029",-19.56
"15030",-12.95
"15031",-6.47
"15032",-0.53
"15033",4.73
"15034",9.07
"15035",12.28
"15036",13.98
"15037",13.97
"15038",12.39
"15039",9.77
"15040",6.78
"15041",4.06
"15042",1.94
"15043",0.36
"15044",-0.88
"15045",-2.1
"15046",-3.5
"15047",-4.99
"15048",-6.37
"15049",-7.45
"15050",-8.1
"15051",-8.17
"15052",-7.77
"15053",-7.01
"15054",-6.21
"15055",-5.66
"15056",-5.55
"15057",-5.9
"15058",-6.35
"15059",-6.31
"15060",-5.04
"15061",-1.97
"15062",3.1
"15063",9.82
"15064",17.34
"15065",24.56
"15066",30.31
"15067",33.72
"15068",34.31
"15069",32.06
"15070",27.27
"15071",20.57
"15072",12.72
"15073",4.54
"15074",-3.21
"15075",-10.01
"15076",-15.49
"15077",-19.52
"15078",-22.13
"15079",-23.48
"15080",-23.8
"15081",-23.33
"15082",-22.27
"15083",-20.79
"15084",-18.92
"15085",-16.5
"15086",-13.49
"15087",-9.99
"15088",-6.41
"15089",-3.32
"15090",-1.32
"15091",-0.53
"15092",-0.57
"15093",-0.48
"15094",0.84
"15095",4.15
"15096",9.53
"15097",16.39
"15098",23.68
"15099",30.36
"15100",35.63
"15101",39.13
"15102",40.71
"15103",40.35
"15104",38.06
"15105",33.92
"15106",28.35
"15107",21.88
"15108",15.3
"15109",9.23
"15110",4.05
"15111",-0.15
"15112",-3.56
"15113",-6.4
"15114",-8.81
"15115",-10.77
"15116",-12.24
"15117",-13.13
"15118",-13.39
"15119",-13.1
"15120",-12.5
"15121",-11.87
"15122",-11.51
"15123",-11.73
"15124",-12.66
"15125",-14.32
"15126",-16.41
"15127",-18.42
"15128",-19.62
"15129",-19.26
"15130",-16.69
"15131",-11.65
"15132",-4.5
"15133",3.82
"15134",12.03
"15135",18.83
"15136",23.27
"15137",25.02
"15138",24.26
"15139",21.45
"15140",17.18
"15141",11.85
"15142",5.88
"15143",-0.26
"15144",-5.96
"15145",-10.54
"15146",-13.48
"15147",-14.67
"15148",-14.4
"15149",-13.28
"15150",-11.87
"15151",-10.5
"15152",-9.16
"15153",-7.68
"15154",-5.83
"15155",-3.66
"15156",-1.53
"15157",0.01
"15158",0.39
"15159",-0.7
"15160",-3.3
"15161",-6.93
"15162",-10.79
"15163",-13.84
"15164",-15.06
"15165",-13.84
"15166",-10.01
"15167",-3.96
"15168",3.41
"15169",10.94
"15170",17.56
"15171",22.36
"15172",24.9
"15173",25.21
"15174",23.63
"15175",20.69
"15176",16.99
"15177",12.99
"15178",9.09
"15179",5.52
"15180",2.35
"15181",-0.29
"15182",-2.37
"15183",-3.93
"15184",-5.06
"15185",-5.95
"15186",-6.85
"15187",-7.92
"15188",-9.23
"15189",-10.75
"15190",-12.39
"15191",-13.94
"15192",-15.44
"15193",-16.99
"15194",-18.79
"15195",-20.84
"15196",-22.9
"15197",-24.37
"15198",-24.53
"15199",-22.82
"15200",-19.04
"15201",-13.53
"15202",-6.94
"15203",-0.08
"15204",6.3
"15205",11.61
"15206",15.39
"15207",17.52
"15208",17.88
"15209",16.59
"15210",14
"15211",10.63
"15212",7.16
"15213",4.14
"15214",2
"15215",0.82
"15216",0.54
"15217",0.78
"15218",1.16
"15219",1.37
"15220",1.24
"15221",0.8
"15222",0.13
"15223",-0.71
"15224",-1.69
"15225",-2.83
"15226",-4.27
"15227",-6.03
"15228",-8.14
"15229",-10.61
"15230",-13.22
"15231",-15.58
"15232",-17.07
"15233",-17.04
"15234",-15.11
"15235",-11.39
"15236",-6.34
"15237",-0.74
"15238",4.59
"15239",9.05
"15240",12.32
"15241",14.27
"15242",14.9
"15243",14.24
"15244",12.37
"15245",9.6
"15246",6.3
"15247",3.06
"15248",0.37
"15249",-1.48
"15250",-2.5
"15251",-2.97
"15252",-3.24
"15253",-3.64
"15254",-4.2
"15255",-4.95
"15256",-5.8
"15257",-6.8
"15258",-8.02
"15259",-9.62
"15260",-11.61
"15261",-13.87
"15262",-16.31
"15263",-18.79
"15264",-21.21
"15265",-23.34
"15266",-24.68
"15267",-24.65
"15268",-22.67
"15269",-18.68
"15270",-13.02
"15271",-6.6
"15272",-0.49
"15273",4.43
"15274",7.63
"15275",9.01
"15276",8.72
"15277",7.08
"15278",4.31
"15279",0.84
"15280",-2.89
"15281",-6.38
"15282",-9.2
"15283",-11.13
"15284",-12.22
"15285",-12.76
"15286",-12.97
"15287",-13.11
"15288",-13.04
"15289",-12.6
"15290",-11.51
"15291",-9.74
"15292",-7.51
"15293",-5.39
"15294",-4.1
"15295",-4.22
"15296",-5.99
"15297",-8.98
"15298",-12.32
"15299",-14.83
"15300",-15.4
"15301",-13.53
"15302",-9.3
"15303",-3.45
"15304",2.97
"15305",8.91
"15306",13.65
"15307",16.87
"15308",18.51
"15309",18.6
"15310",17.15
"15311",14.21
"15312",10.02
"15313",5.03
"15314",-0.04
"15315",-4.45
"15316",-7.76
"15317",-9.97
"15318",-11.51
"15319",-13.13
"15320",-15.38
"15321",-18.47
"15322",-22.19
"15323",-26.08
"15324",-29.8
"15325",-33.3
"15326",-36.8
"15327",-40.44
"15328",-44.15
"15329",-47.31
"15330",-49.01
"15331",-48.32
"15332",-44.71
"15333",-38.38
"15334",-30.2
"15335",-21.44
"15336",-13.22
"15337",-6.35
"15338",-1.06
"15339",2.61
"15340",4.54
"15341",4.21
"15342",0.82
"15343",-6.11
"15344",-16.23
"15345",-28.13
"15346",-39.53
"15347",-48
"15348",-51.94
"15349",-50.89
"15350",-45.67
"15351",-37.86
"15352",-29.19
"15353",-21.01
"15354",-14.2
"15355",-9.23
"15356",-6.18
"15357",-4.94
"15358",-5.18
"15359",-6.25
"15360",-7.12
"15361",-6.64
"15362",-3.73
"15363",2.2
"15364",11.01
"15365",21.77
"15366",33.03
"15367",43.22
"15368",51.13
"15369",56.02
"15370",57.7
"15371",56.28
"15372",52.08
"15373",45.56
"15374",37.24
"15375",27.74
"15376",17.74
"15377",7.96
"15378",-1.1
"15379",-9.14
"15380",-16.03
"15381",-21.71
"15382",-26.1
"15383",-29.09
"15384",-30.76
"15385",-31.18
"15386",-30.42
"15387",-28.45
"15388",-25.23
"15389",-20.64
"15390",-14.84
"15391",-8.39
"15392",-2.15
"15393",2.84
"15394",5.74
"15395",6.23
"15396",4.58
"15397",1.52
"15398",-1.76
"15399",-3.91
"15400",-3.44
"15401",0.86
"15402",9.43
"15403",21.54
"15404",35.09
"15405",47.33
"15406",55.71
"15407",58.98
"15408",57.4
"15409",52.5
"15410",46.09
"15411",39.5
"15412",33.27
"15413",27.49
"15414",22.32
"15415",18.19
"15416",15.62
"15417",14.81
"15418",15.36
"15419",16.4
"15420",16.92
"15421",16.28
"15422",14.36
"15423",11.56
"15424",8.37
"15425",5.17
"15426",1.92
"15427",-1.85
"15428",-6.7
"15429",-13.03
"15430",-20.54
"15431",-28.21
"15432",-34.53
"15433",-38.09
"15434",-38.16
"15435",-34.94
"15436",-29.43
"15437",-22.76
"15438",-15.77
"15439",-8.89
"15440",-2.34
"15441",3.58
"15442",8.38
"15443",11.71
"15444",13.65
"15445",14.96
"15446",16.99
"15447",21
"15448",27.47
"15449",35.68
"15450",43.78
"15451",49.56
"15452",51.42
"15453",48.95
"15454",42.99
"15455",35.22
"15456",27.12
"15457",19.37
"15458",11.64
"15459",2.94
"15460",-7.5
"15461",-19.66
"15462",-32.57
"15463",-44.68
"15464",-54.49
"15465",-61.15
"15466",-64.52
"15467",-65.04
"15468",-63.31
"15469",-59.81
"15470",-54.75
"15471",-48.34
"15472",-40.9
"15473",-33.15
"15474",-26.02
"15475",-20.47
"15476",-16.85
"15477",-14.85
"15478",-13.57
"15479",-11.87
"15480",-9.07
"15481",-5.12
"15482",-0.66
"15483",3.23
"15484",5.43
"15485",5.24
"15486",2.44
"15487",-2.74
"15488",-9.69
"15489",-17.68
"15490",-25.74
"15491",-32.9
"15492",-38.33
"15493",-41.7
"15494",-43.24
"15495",-43.77
"15496",-44.17
"15497",-44.73
"15498",-44.77
"15499",-42.85
"15500",-37.37
"15501",-27.56
"15502",-14.03
"15503",1.48
"15504",16.64
"15505",29.45
"15506",39.04
"15507",45.37
"15508",49.02
"15509",50.57
"15510",50.18
"15511",47.84
"15512",43.7
"15513",38.32
"15514",32.68
"15515",27.98
"15516",25.15
"15517",24.69
"15518",26.61
"15519",30.46
"15520",35.56
"15521",41.07
"15522",46.23
"15523",50.32
"15524",52.93
"15525",53.88
"15526",53.31
"15527",51.53
"15528",48.91
"15529",45.66
"15530",41.81
"15531",37.23
"15532",31.85
"15533",25.73
"15534",19.17
"15535",12.67
"15536",6.98
"15537",3.08
"15538",2.04
"15539",4.83
"15540",11.73
"15541",22.13
"15542",34.41
"15543",46.38
"15544",56.01
"15545",62.11
"15546",64.54
"15547",64.05
"15548",61.76
"15549",58.6
"15550",55.04
"15551",51.11
"15552",46.66
"15553",41.5
"15554",35.72
"15555",29.52
"15556",23.14
"15557",16.76
"15558",10.52
"15559",4.54
"15560",-1.02
"15561",-5.8
"15562",-9.44
"15563",-11.6
"15564",-12.12
"15565",-11.23
"15566",-9.39
"15567",-7.19
"15568",-5.06
"15569",-3.06
"15570",-0.91
"15571",1.81
"15572",5.53
"15573",10.4
"15574",16.2
"15575",22.49
"15576",28.75
"15577",34.55
"15578",39.55
"15579",43.37
"15580",45.48
"15581",45.45
"15582",43.03
"15583",38.38
"15584",32.15
"15585",25.21
"15586",18.35
"15587",11.87
"15588",5.71
"15589",-0.4
"15590",-6.45
"15591",-12.09
"15592",-16.82
"15593",-20.18
"15594",-22.14
"15595",-22.92
"15596",-23.01
"15597",-22.63
"15598",-21.75
"15599",-20.02
"15600",-17.15
"15601",-13.14
"15602",-8.11
"15603",-2.54
"15604",3.1
"15605",8.32
"15606",12.75
"15607",16.15
"15608",18.39
"15609",19.4
"15610",19.26
"15611",18.2
"15612",16.44
"15613",14.43
"15614",12.54
"15615",11.11
"15616",10.35
"15617",10.26
"15618",10.59
"15619",10.83
"15620",10.49
"15621",9.18
"15622",7.15
"15623",5.26
"15624",4.76
"15625",6.88
"15626",12.12
"15627",19.89
"15628",28.54
"15629",36.05
"15630",40.73
"15631",41.9
"15632",39.89
"15633",35.46
"15634",29.47
"15635",22.45
"15636",14.81
"15637",7.09
"15638",0.14
"15639",-5.05
"15640",-7.62
"15641",-7.36
"15642",-4.83
"15643",-1.13
"15644",2.29
"15645",4.2
"15646",3.83
"15647",1.07
"15648",-3.54
"15649",-8.77
"15650",-13.1
"15651",-15.12
"15652",-14.05
"15653",-9.98
"15654",-3.94
"15655",2.69
"15656",8.49
"15657",12.52
"15658",14.56
"15659",14.75
"15660",13.43
"15661",11.02
"15662",7.81
"15663",4.15
"15664",0.56
"15665",-2.43
"15666",-4.37
"15667",-5.05
"15668",-4.64
"15669",-3.56
"15670",-2.23
"15671",-1
"15672",0
"15673",0.73
"15674",1.12
"15675",0.93
"15676",-0.16
"15677",-2.32
"15678",-5.43
"15679",-8.99
"15680",-12.29
"15681",-14.59
"15682",-15.48
"15683",-14.97
"15684",-13.47
"15685",-11.43
"15686",-9.31
"15687",-7.23
"15688",-5.2
"15689",-3.21
"15690",-1.3
"15691",0.35
"15692",1.41
"15693",1.62
"15694",0.88
"15695",-0.65
"15696",-2.72
"15697",-5.01
"15698",-7.24
"15699",-9.21
"15700",-10.62
"15701",-11.09
"15702",-10.21
"15703",-7.73
"15704",-3.59
"15705",1.81
"15706",7.78
"15707",13.56
"15708",18.46
"15709",22.06
"15710",24.18
"15711",24.84
"15712",24.21
"15713",22.51
"15714",20.03
"15715",17.05
"15716",13.98
"15717",11.16
"15718",8.98
"15719",7.62
"15720",7.01
"15721",6.76
"15722",6.35
"15723",5.31
"15724",3.39
"15725",0.74
"15726",-2.34
"15727",-5.41
"15728",-8.19
"15729",-10.75
"15730",-13.32
"15731",-16.21
"15732",-19.66
"15733",-23.75
"15734",-28.42
"15735",-33.57
"15736",-38.95
"15737",-44.17
"15738",-48.75
"15739",-52.09
"15740",-53.72
"15741",-53.38
"15742",-51.15
"15743",-47.24
"15744",-42.03
"15745",-35.7
"15746",-28.29
"15747",-19.74
"15748",-10.04
"15749",0.59
"15750",11.67
"15751",22.55
"15752",32.67
"15753",41.58
"15754",48.99
"15755",54.79
"15756",58.89
"15757",61.27
"15758",61.91
"15759",60.84
"15760",58.31
"15761",54.71
"15762",50.43
"15763",45.84
"15764",41.13
"15765",36.32
"15766",31.38
"15767",26.34
"15768",21.37
"15769",16.75
"15770",12.84
"15771",9.82
"15772",7.76
"15773",6.58
"15774",5.99
"15775",5.69
"15776",5.34
"15777",4.63
"15778",3.31
"15779",1.35
"15780",-1.13
"15781",-3.7
"15782",-5.83
"15783",-6.96
"15784",-6.71
"15785",-4.8
"15786",-1.22
"15787",3.91
"15788",10.44
"15789",18.12
"15790",26.75
"15791",35.97
"15792",45.37
"15793",54.29
"15794",61.89
"15795",67.15
"15796",69.05
"15797",66.77
"15798",60.01
"15799",49.19
"15800",35.45
"15801",20.52
"15802",6.31
"15803",-5.58
"15804",-14.29
"15805",-19.64
"15806",-22.09
"15807",-22.3
"15808",-20.8
"15809",-18
"15810",-14.23
"15811",-9.8
"15812",-5.21
"15813",-0.96
"15814",2.5
"15815",5.03
"15816",6.77
"15817",8.04
"15818",9.22
"15819",10.45
"15820",11.71
"15821",12.9
"15822",13.99
"15823",15.02
"15824",16.25
"15825",17.89
"15826",20.14
"15827",23.08
"15828",26.63
"15829",30.47
"15830",34.18
"15831",37.34
"15832",39.57
"15833",40.77
"15834",40.98
"15835",40.33
"15836",38.87
"15837",36.41
"15838",32.68
"15839",27.38
"15840",20.39
"15841",11.78
"15842",1.72
"15843",-9.72
"15844",-22.46
"15845",-36.3
"15846",-50.82
"15847",-65.28
"15848",-78.84
"15849",-90.96
"15850",-101.55
"15851",-110.94
"15852",-119.63
"15853",-127.84
"15854",-135.14
"15855",-140.6
"15856",-142.78
"15857",-140.29
"15858",-132.06
"15859",-117.88
"15860",-98.46
"15861",-75.72
"15862",-52.35
"15863",-31.2
"15864",-14.66
"15865",-3.99
"15866",0.76
"15867",0.6
"15868",-2.79
"15869",-7.55
"15870",-12
"15871",-14.77
"15872",-14.93
"15873",-12.05
"15874",-6.24
"15875",1.69
"15876",10.51
"15877",18.8
"15878",25.41
"15879",29.6
"15880",31.33
"15881",30.89
"15882",28.86
"15883",25.76
"15884",21.94
"15885",17.65
"15886",13.18
"15887",8.99
"15888",5.66
"15889",3.78
"15890",3.76
"15891",5.7
"15892",9.43
