"","x"
"6040",-99.62
"6041",-102.17
"6042",-96.09
"6043",-82.73
"6044",-65.23
"6045",-47.37
"6046",-32.35
"6047",-21.9
"6048",-16.1
"6049",-13.87
"6050",-13.76
"6051",-14.56
"6052",-15.55
"6053",-16.54
"6054",-17.55
"6055",-18.75
"6056",-20.21
"6057",-21.76
"6058",-22.97
"6059",-23.36
"6060",-22.55
"6061",-20.48
"6062",-17.59
"6063",-14.82
"6064",-13.49
"6065",-15.15
"6066",-20.94
"6067",-31.21
"6068",-44.96
"6069",-59.59
"6070",-71.09
"6071",-75.08
"6072",-68.4
"6073",-50.54
"6074",-23.88
"6075",7.15
"6076",37.94
"6077",65.45
"6078",88.76
"6079",108.35
"6080",124.47
"6081",136.29
"6082",142.11
"6083",140.94
"6084",133.76
"6085",123.66
"6086",114.52
"6087",108.91
"6088",106.71
"6089",105.32
"6090",101.34
"6091",92.55
"6092",78.94
"6093",62.33
"6094",45.19
"6095",29.5
"6096",16.36
"6097",6.03
"6098",-1.39
"6099",-5.82
"6100",-7.4
"6101",-6.85
"6102",-5.53
"6103",-5.06
"6104",-6.75
"6105",-11.08
"6106",-17.46
"6107",-24.48
"6108",-30.57
"6109",-34.63
"6110",-36.41
"6111",-36.44
"6112",-35.59
"6113",-34.55
"6114",-33.4
"6115",-31.51
"6116",-28.13
"6117",-23.01
"6118",-16.86
"6119",-11.2
"6120",-7.49
"6121",-6.34
"6122",-7.11
"6123",-8.34
"6124",-8.42
"6125",-6.56
"6126",-3.1
"6127",0.62
"6128",3.13
"6129",3.41
"6130",1.32
"6131",-2.54
"6132",-7.02
"6133",-10.42
"6134",-10.89
"6135",-6.84
"6136",2.5
"6137",16.53
"6138",33.36
"6139",50.33
"6140",64.86
"6141",75.33
"6142",81.53
"6143",84.47
"6144",85.76
"6145",86.82
"6146",88.26
"6147",89.88
"6148",90.66
"6149",89.23
"6150",84.47
"6151",76.15
"6152",65.13
"6153",53.24
"6154",42.62
"6155",34.64
"6156",29.65
"6157",26.94
"6158",25.22
"6159",23.04
"6160",18.93
"6161",11.45
"6162",-0.4
"6163",-16.96
"6164",-37.52
"6165",-60.17
"6166",-82.1
"6167",-100.26
"6168",-112.13
"6169",-116.43
"6170",-113.24
"6171",-103.85
"6172",-90.58
"6173",-76.34
"6174",-64.28
"6175",-56.87
"6176",-55.3
"6177",-58.99
"6178",-65.77
"6179",-72.49
"6180",-76.1
"6181",-74.6
"6182",-67.49
"6183",-55.62
"6184",-40.5
"6185",-23.62
"6186",-5.79
"6187",12.78
"6188",32.13
"6189",51.99
"6190",71.63
"6191",90.01
"6192",106.07
"6193",119.24
"6194",129.6
"6195",137.45
"6196",142.82
"6197",144.91
"6198",142.12
"6199",132.93
"6200",116.78
"6201",94.68
"6202",69.19
"6203",43.63
"6204",21.1
"6205",3.9
"6206",-6.79
"6207",-10.63
"6208",-7.84
"6209",0.74
"6210",13.63
"6211",28.85
"6212",44.2
"6213",57.79
"6214",68.74
"6215",77.11
"6216",83.56
"6217",88.75
"6218",92.62
"6219",94.54
"6220",93.69
"6221",89.37
"6222",81.49
"6223",70.49
"6224",57.19
"6225",42.61
"6226",27.84
"6227",13.97
"6228",2.17
"6229",-6.48
"6230",-11.12
"6231",-11.38
"6232",-7.67
"6233",-1.23
"6234",6.07
"6235",12.34
"6236",16.1
"6237",16.83
"6238",14.91
"6239",11.42
"6240",7.87
"6241",5.69
"6242",5.82
"6243",8.35
"6244",12.58
"6245",17.02
"6246",19.96
"6247",20.11
"6248",16.98
"6249",11.01
"6250",3.48
"6251",-4.24
"6252",-11.06
"6253",-16.59
"6254",-20.86
"6255",-24.02
"6256",-26.09
"6257",-27.21
"6258",-28.04
"6259",-29.67
"6260",-33.03
"6261",-37.98
"6262",-42.84
"6263",-44.75
"6264",-40.94
"6265",-30.04
"6266",-12.93
"6267",7.65
"6268",28.38
"6269",46.86
"6270",62.26
"6271",75.11
"6272",86.34
"6273",96.43
"6274",105.35
"6275",113.02
"6276",119.64
"6277",125.79
"6278",132.01
"6279",138.09
"6280",143.02
"6281",145
"6282",142.21
"6283",133.36
"6284",118.31
"6285",97.84
"6286",73.42
"6287",46.66
"6288",18.88
"6289",-8.71
"6290",-35.04
"6291",-59
"6292",-79.51
"6293",-95.66
"6294",-106.94
"6295",-113.33
"6296",-115.31
"6297",-113.69
"6298",-109.28
"6299",-102.81
"6300",-94.93
"6301",-86.14
"6302",-76.95
"6303",-68.03
"6304",-60.08
"6305",-53.87
"6306",-49.98
"6307",-48.28
"6308",-48.03
"6309",-48.07
"6310",-47.56
"6311",-46.8
"6312",-47.72
"6313",-53.11
"6314",-65.1
"6315",-83.49
"6316",-104.58
"6317",-122.42
"6318",-131.22
"6319",-128.24
"6320",-115.33
"6321",-98.46
"6322",-84.98
"6323",-80.67
"6324",-87.72
"6325",-104.63
"6326",-127.61
"6327",-152.52
"6328",-175.8
"6329",-194.7
"6330",-207.03
"6331",-211.39
"6332",-207.88
"6333",-198.65
"6334",-187.28
"6335",-177.31
"6336",-170.23
"6337",-164.44
"6338",-156.18
"6339",-141.51
"6340",-118.84
"6341",-90.24
"6342",-60.84
"6343",-37.06
"6344",-24.28
"6345",-25.51
"6346",-41.15
"6347",-69.64
"6348",-107.96
"6349",-151.82
"6350",-195.67
"6351",-232.89
"6352",-257.21
"6353",-263.97
"6354",-251.55
"6355",-221.54
"6356",-178.18
"6357",-127.18
"6358",-74.92
"6359",-27.67
"6360",8.83
"6361",29.79
"6362",33.06
"6363",20.58
"6364",-0.97
"6365",-21.72
"6366",-31.67
"6367",-24.29
"6368",1.65
"6369",42.51
"6370",91.91
"6371",143.64
"6372",193.1
"6373",237.29
"6374",274.01
"6375",301.14
"6376",316.86
"6377",320.76
"6378",314.64
"6379",302.41
"6380",288.94
"6381",278.19
"6382",271.76
"6383",269.04
"6384",267.73
"6385",264.95
"6386",258.37
"6387",246.81
"6388",230.3
"6389",210.12
"6390",188
"6391",165.5
"6392",143.82
"6393",123.71
"6394",105.44
"6395",88.93
"6396",73.86
"6397",59.87
"6398",46.8
"6399",34.62
"6400",23.47
"6401",13.41
"6402",4.21
"6403",-4.58
"6404",-13.53
"6405",-22.96
"6406",-32.83
"6407",-42.55
"6408",-51.16
"6409",-57.64
"6410",-61.29
"6411",-62.01
"6412",-60.18
"6413",-56.34
"6414",-50.89
"6415",-43.93
"6416",-35.44
"6417",-25.73
"6418",-15.64
"6419",-6.4
"6420",0.82
"6421",5.36
"6422",7.47
"6423",8.1
"6424",8.38
"6425",9.1
"6426",10.36
"6427",11.65
"6428",12.27
"6429",11.81
"6430",10.33
"6431",8.26
"6432",6.14
"6433",4.33
"6434",2.88
"6435",1.75
"6436",0.83
"6437",0.05
"6438",-0.48
"6439",-0.67
"6440",-0.57
"6441",-0.35
"6442",-0.31
"6443",-0.88
"6444",-2.44
"6445",-5.13
"6446",-8.79
"6447",-12.8
"6448",-16.37
"6449",-18.8
"6450",-19.72
"6451",-19.29
"6452",-18.08
"6453",-16.94
"6454",-16.56
"6455",-17.34
"6456",-19.17
"6457",-21.74
"6458",-24.49
"6459",-26.86
"6460",-28.45
"6461",-28.97
"6462",-28.47
"6463",-27.12
"6464",-25.29
"6465",-23.23
"6466",-21.19
"6467",-19.29
"6468",-17.54
"6469",-15.98
"6470",-14.7
"6471",-13.81
"6472",-13.31
"6473",-13.07
"6474",-12.82
"6475",-12.31
"6476",-11.41
"6477",-10.16
"6478",-8.65
"6479",-6.93
"6480",-5.04
"6481",-2.97
"6482",-0.86
"6483",1.03
"6484",2.36
"6485",2.76
"6486",2.15
"6487",0.7
"6488",-0.98
"6489",-2.32
"6490",-2.79
"6491",-2.2
"6492",-0.54
"6493",1.89
"6494",4.61
"6495",7.07
"6496",8.63
"6497",8.91
"6498",7.92
"6499",6.2
"6500",4.59
"6501",4.03
"6502",4.95
"6503",7.22
"6504",10.13
"6505",12.76
"6506",14.34
"6507",14.59
"6508",13.63
"6509",11.71
"6510",9.17
"6511",6.24
"6512",3.19
"6513",0.3
"6514",-2.13
"6515",-3.82
"6516",-4.63
"6517",-4.67
"6518",-4.31
"6519",-4.17
"6520",-4.78
"6521",-6.43
"6522",-9.11
"6523",-12.5
"6524",-15.97
"6525",-18.87
"6526",-20.78
"6527",-21.63
"6528",-21.71
"6529",-21.4
"6530",-20.94
"6531",-20.39
"6532",-19.7
"6533",-18.6
"6534",-17.07
"6535",-15.36
"6536",-13.86
"6537",-13.06
"6538",-13.22
"6539",-14.31
"6540",-16
"6541",-17.85
"6542",-19.22
"6543",-19.55
"6544",-18.2
"6545",-14.56
"6546",-8.2
"6547",0.86
"6548",11.99
"6549",23.76
"6550",34.43
"6551",42.42
"6552",46.7
"6553",47.14
"6554",44.34
"6555",39.11
"6556",32.22
"6557",24.28
"6558",15.83
"6559",7.56
"6560",0.41
"6561",-4.7
"6562",-7.15
"6563",-6.91
"6564",-4.73
"6565",-1.78
"6566",0.77
"6567",2.15
"6568",2.16
"6569",1.14
"6570",-0.47
"6571",-2.36
"6572",-4.48
"6573",-7.1
"6574",-10.49
"6575",-14.68
"6576",-19.16
"6577",-23.09
"6578",-25.53
"6579",-25.9
"6580",-24.14
"6581",-20.78
"6582",-16.61
"6583",-12.31
"6584",-8.16
"6585",-3.86
"6586",1.1
"6587",7.18
"6588",14.33
"6589",22.06
"6590",29.48
"6591",35.73
"6592",40.12
"6593",42.29
"6594",42.22
"6595",39.95
"6596",35.82
"6597",30.37
"6598",24.55
"6599",19.47
"6600",16.12
"6601",14.91
"6602",15.41
"6603",16.54
"6604",16.95
"6605",15.67
"6606",12.5
"6607",7.88
"6608",2.72
"6609",-2.13
"6610",-6.35
"6611",-10.04
"6612",-13.52
"6613",-17.1
"6614",-20.73
"6615",-24.06
"6616",-26.6
"6617",-28.07
"6618",-28.5
"6619",-28.29
"6620",-27.98
"6621",-27.89
"6622",-27.86
"6623",-27.18
"6624",-24.98
"6625",-20.67
"6626",-14.28
"6627",-6.48
"6628",1.7
"6629",9.4
"6630",16.25
"6631",22.47
"6632",28.49
"6633",34.32
"6634",39.49
"6635",43.09
"6636",44.35
"6637",43.15
"6638",40.02
"6639",35.71
"6640",30.77
"6641",25.26
"6642",18.78
"6643",11.04
"6644",2.14
"6645",-7.35
"6646",-16.56
"6647",-24.8
"6648",-31.61
"6649",-36.87
"6650",-40.56
"6651",-42.65
"6652",-43.19
"6653",-42.54
"6654",-41.25
"6655",-39.89
"6656",-38.9
"6657",-38.21
"6658",-37.55
"6659",-36.56
"6660",-35.06
"6661",-32.99
"6662",-30.28
"6663",-26.7
"6664",-21.82
"6665",-15.33
"6666",-7.02
"6667",2.97
"6668",14.16
"6669",25.79
"6670",37.05
"6671",47.09
"6672",55.14
"6673",60.65
"6674",63.31
"6675",63.14
"6676",60.59
"6677",56.27
"6678",50.91
"6679",45.2
"6680",39.75
"6681",34.91
"6682",30.6
"6683",26.42
"6684",21.82
"6685",16.45
"6686",10.31
"6687",3.78
"6688",-2.83
"6689",-9.42
"6690",-16.32
"6691",-24.09
"6692",-33.12
"6693",-43.16
"6694",-53.11
"6695",-61.3
"6696",-66.05
"6697",-66.32
"6698",-62.01
"6699",-54.02
"6700",-43.93
"6701",-33.79
"6702",-25.6
"6703",-20.61
"6704",-18.95
"6705",-19.66
"6706",-20.92
"6707",-20.54
"6708",-16.77
"6709",-8.72
"6710",3.29
"6711",17.9
"6712",33.37
"6713",48.23
"6714",61.74
"6715",73.99
"6716",85.69
"6717",97.45
"6718",109.44
"6719",121.04
"6720",130.86
"6721",137.24
"6722",138.73
"6723",134.8
"6724",126.03
"6725",113.95
"6726",100.64
"6727",88.6
"6728",80.33
"6729",78.05
"6730",83.52
"6731",97.45
"6732",118.97
"6733",145.34
"6734",171.9
"6735",193.33
"6736",205.92
"6737",209.18
"6738",205.82
"6739",200.23
"6740",195.82
"6741",193.1
"6742",189.59
"6743",181.1
"6744",163.77
"6745",135.81
"6746",97.74
"6747",51.49
"6748",-0.62
"6749",-56.62
"6750",-114.36
"6751",-170.96
"6752",-222.6
"6753",-265.31
"6754",-295.75
"6755",-311.98
"6756",-313.58
"6757",-301.24
"6758",-276.81
"6759",-242.58
"6760",-201.08
"6761",-154.92
"6762",-107.26
"6763",-61.01
"6764",-18.61
"6765",18.28
"6766",48.94
"6767",72.6
"6768",88.96
"6769",98.05
"6770",100.09
"6771",94.2
"6772",80.29
"6773",59.56
"6774",34.62
"6775",9.23
"6776",-14.43
"6777",-35.17
"6778",-52.89
"6779",-68.49
"6780",-85.09
"6781",-104.72
"6782",-127.12
"6783",-149.91
"6784",-169.35
"6785",-184.25
"6786",-194.34
"6787",-199.68
"6788",-200.63
"6789",-199.93
"6790",-199.56
"6791",-199.83
"6792",-199.58
"6793",-196.46
"6794",-191.18
"6795",-184.74
"6796",-177.64
"6797",-154.64
"6798",-109.04
"6799",-46.12
"6800",19.66
"6801",66.76
"6802",95.12
"6803",107.09
"6804",104.32
"6805",90.06
"6806",66.16
"6807",32.63
"6808",-8.92
"6809",-54.4
"6810",-97.83
"6811",-132.2
"6812",-154.58
"6813",-164.26
"6814",-161.84
"6815",-148.74
"6816",-128.09
"6817",-101.8
"6818",-70.18
"6819",-33.02
"6820",9.47
"6821",53.01
"6822",92.13
"6823",122.11
"6824",140.09
"6825",144.41
"6826",135.61
"6827",115.9
"6828",88.44
"6829",57.33
"6830",25.63
"6831",-3.33
"6832",-26.33
"6833",-41.53
"6834",-49.67
"6835",-53.35
"6836",-55.66
"6837",-58.57
"6838",-61.64
"6839",-62.81
"6840",-59.02
"6841",-47.98
"6842",-30.05
"6843",-8.85
"6844",10.21
"6845",22.12
"6846",24.18
"6847",16.86
"6848",2.73
"6849",-14.82
"6850",-32.78
"6851",-49.44
"6852",-63.96
"6853",-75.78
"6854",-84.2
"6855",-88.32
"6856",-87.7
"6857",-82.96
"6858",-76
"6859",-69.39
"6860",-65.61
"6861",-66.01
"6862",-70.3
"6863",-76.95
"6864",-83.49
"6865",-87.61
"6866",-87.8
"6867",-83.66
"6868",-75.7
"6869",-64.84
"6870",-51.99
"6871",-37.77
"6872",-22.74
"6873",-7.25
"6874",8.37
"6875",23.81
"6876",38.91
"6877",53.58
"6878",68.03
"6879",82.73
"6880",98.5
"6881",116.13
"6882",136.14
"6883",158.02
"6884",179.88
"6885",198.74
"6886",211.15
"6887",214.74
"6888",208.94
"6889",195.61
"6890",178.29
"6891",161.18
"6892",147.53
"6893",139
"6894",135.53
"6895",135.74
"6896",137.55
"6897",138.64
"6898",136.82
"6899",130.11
"6900",117.19
"6901",97.32
"6902",70.43
"6903",37.19
"6904",-1.09
"6905",-42.24
"6906",-83.59
"6907",-121.71
"6908",-153.28
"6909",-175.24
"6910",-185.84
"6911",-185.51
"6912",-176.65
"6913",-163.88
"6914",-152.08
"6915",-144.8
"6916",-142.42
"6917",-141.7
"6918",-137.45
"6919",-125.19
"6920",-103.64
"6921",-75.53
"6922",-46.22
"6923",-20.88
"6924",-2.52
"6925",8.91
"6926",15.1
"6927",18.08
"6928",19.29
"6929",20.1
"6930",22.83
"6931",30.59
"6932",46.35
"6933",70.92
"6934",101.98
"6935",134.51
"6936",162.99
"6937",183.63
"6938",195.15
"6939",198.73
"6940",195.98
"6941",188.3
"6942",176.88
"6943",163.07
"6944",149.55
"6945",139.49
"6946",135.77
"6947",139.16
"6948",147.55
"6949",156.22
"6950",160.03
"6951",155.13
"6952",140.74
"6953",119.33
"6954",95.4
"6955",74.02
"6956",59.03
"6957",52.16
"6958",52.65
"6959",57.87
"6960",64.1
"6961",67.42
"6962",64.6
"6963",53.22
"6964",31.74
"6965",-1.05
"6966",-45.88
"6967",-102.09
"6968",-166.58
"6969",-232.24
"6970",-288.52
"6971",-323.26
"6972",-326.39
"6973",-293.17
"6974",-226.34
"6975",-136.06
"6976",-37.23
"6977",53.72
"6978",122.52
"6979",159.79
"6980",162.76
"6981",135.14
"6982",86.19
"6983",28.2
"6984",-26.54
"6985",-68.18
"6986",-91.47
"6987",-95.98
"6988",-84.84
"6989",-62.79
"6990",-34.78
"6991",-4.96
"6992",22.83
"6993",44.57
"6994",55.88
"6995",52.7
"6996",32.59
"6997",-3.17
"6998",-48.66
"6999",-93.88
"7000",-127.58
"7001",-140.54
"7002",-128.35
"7003",-92.32
"7004",-38.72
"7005",23.27
"7006",83.67
"7007",132.85
"7008",162.37
"7009",165.93
"7010",140.71
"7011",88.75
"7012",17.76
"7013",-60.47
"7014",-132.65
"7015",-187.62
"7016",-218.85
"7017",-225.04
"7018",-209.02
"7019",-176.39
"7020",-133.93
"7021",-88.11
"7022",-44.39
"7023",-5.91
"7024",27.07
"7025",57
"7026",87.56
"7027",121.33
"7028",157.25
"7029",189.3
"7030",208.01
"7031",203.9
"7032",171.86
"7033",114.17
"7034",40.66
"7035",-34.18
"7036",-96.17
"7037",-135.8
"7038",-150.55
"7039",-143.96
"7040",-122.99
"7041",-94.58
"7042",-63.82
"7043",-33.91
"7044",-6.81
"7045",15.58
"7046",31.45
"7047",39.65
"7048",40.59
"7049",36.51
"7050",31.19
"7051",28.54
"7052",31.09
"7053",39.46
"7054",52.13
"7055",66.46
"7056",79.93
"7057",90.99
"7058",99.31
"7059",105.3
"7060",109.38
"7061",111.34
"7062",110.35
"7063",105.34
"7064",95.44
"7065",80.87
"7066",62.84
"7067",43.64
"7068",25.93
"7069",12.36
"7070",4.49
"7071",2.22
"7072",3.45
"7073",4.9
"7074",3.38
"7075",-3.13
"7076",-14.84
"7077",-30.06
"7078",-45.74
"7079",-58.67
"7080",-66.57
"7081",-68.73
"7082",-66.05
"7083",-60.28
"7084",-53.34
"7085",-46.45
"7086",-39.62
"7087",-31.96
"7088",-22.4
"7089",-10.51
"7090",2.76
"7091",15.3
"7092",24.78
"7093",29.31
"7094",28.29
"7095",22.57
"7096",14.05
"7097",5.24
"7098",-1.77
"7099",-5.86
"7100",-6.97
"7101",-5.51
"7102",-2.13
"7103",2.76
"7104",8.85
"7105",16.13
"7106",25.12
"7107",36.36
"7108",50.4
"7109",67.95
"7110",90.05
"7111",116.95
"7112",147.38
"7113",178.09
"7114",204.42
"7115",222.16
"7116",227.84
"7117",220.04
"7118",200.05
"7119",172.2
"7120",141.6
"7121",112.5
"7122",87.22
"7123",65.8
"7124",47.72
"7125",31.04
"7126",13.54
"7127",-6.46
"7128",-28.85
"7129",-52.86
"7130",-77.28
"7131",-100.51
"7132",-125.66
"7133",-149.19
"7134",-164.28
"7135",-163.88
"7136",-149.52
"7137",-124.02
"7138",-90.83
"7139",-53.28
"7140",-14.64
"7141",22.29
"7142",55.83
"7143",83.59
"7144",102.58
"7145",109.81
"7146",104.18
"7147",86.25
"7148",58.36
"7149",24.4
"7150",-10.83
"7151",-41.98
"7152",-65.43
"7153",-79.77
"7154",-85.59
"7155",-84.19
"7156",-77.76
"7157",-68.8
"7158",-59.57
"7159",-51.62
"7160",-45.07
"7161",-39.64
"7162",-34.99
"7163",-30.91
"7164",-27
"7165",-23.3
"7166",-20.15
"7167",-18.15
"7168",-17.94
"7169",-19.9
"7170",-24.24
"7171",-30.99
"7172",-39.76
"7173",-49.62
"7174",-59.59
"7175",-69.04
"7176",-77.85
"7177",-86.41
"7178",-95.32
"7179",-105.05
"7180",-115.61
"7181",-126.05
"7182",-134.33
"7183",-137.74
"7184",-133.66
"7185",-120.25
"7186",-97.22
"7187",-66.07
"7188",-29.61
"7189",8.8
"7190",46.11
"7191",80.17
"7192",109.65
"7193",133.77
"7194",151.98
"7195",164.03
"7196",169.99
"7197",170.58
"7198",166.9
"7199",160.25
"7200",151.97
"7201",143.15
"7202",134.72
"7203",127.17
"7204",120.4
"7205",113.45
"7206",104.73
"7207",92.49
"7208",75.61
"7209",54.1
"7210",28.89
"7211",1.47
"7212",-27.02
"7213",-55.9
"7214",-84.66
"7215",-112.43
"7216",-137.6
"7217",-157.91
"7218",-170.97
"7219",-175.2
"7220",-170.16
"7221",-156.74
"7222",-136.89
"7223",-113.24
"7224",-88.58
"7225",-65.55
"7226",-46.15
"7227",-31.5
"7228",-22.02
"7229",-17.5
"7230",-17.34
"7231",-20.65
"7232",-26.5
"7233",-33.79
"7234",-41.29
"7235",-47.39
"7236",-50.42
"7237",-49.04
"7238",-42.55
"7239",-31.49
"7240",-17.29
"7241",-1.92
"7242",12.72
"7243",25.49
"7244",36.1
"7245",44.34
"7246",49.93
"7247",52.39
"7248",51.5
"7249",47.88
"7250",42.91
"7251",37.79
"7252",32.47
"7253",25.48
"7254",14.8
"7255",-0.67
"7256",-19.56
"7257",-38.11
"7258",-51.67
"7259",-56.71
"7260",-52.9
"7261",-43.11
"7262",-32.31
"7263",-25.16
"7264",-24.42
"7265",-30.21
"7266",-40.57
"7267",-52.62
"7268",-63.66
"7269",-72.16
"7270",-77.61
"7271",-80.59
"7272",-81.78
"7273",-81.41
"7274",-79.15
"7275",-74.37
"7276",-66.69
"7277",-56.53
"7278",-45.04
"7279",-33.76
"7280",-24.31
"7281",-17.89
"7282",-15.07
"7283",-15.75
"7284",-19.36
"7285",-24.89
"7286",-30.85
"7287",-35.4
"7288",-36.52
"7289",-32.59
"7290",-22.96
"7291",-8.18
"7292",9.96
"7293",28.86
"7294",45.65
"7295",57.83
"7296",63.63
"7297",62.32
"7298",54.28
"7299",40.84
"7300",24.09
"7301",6.2
"7302",-10.84
"7303",-25.72
"7304",-37.64
"7305",-46.42
"7306",-52.2
"7307",-55.18
"7308",-55.58
"7309",-53.63
"7310",-49.62
"7311",-43.94
"7312",-37.07
"7313",-29.6
"7314",-22.31
"7315",-16.19
"7316",-12.22
"7317",-11.11
"7318",-13.06
"7319",-17.54
"7320",-23.48
"7321",-29.52
"7322",-34.58
"7323",-38.04
"7324",-39.89
"7325",-40.38
"7326",-39.64
"7327",-37.38
"7328",-33.11
"7329",-26.56
"7330",-18.26
"7331",-9.52
"7332",-1.76
"7333",4.23
"7334",8.93
"7335",13.81
"7336",20.46
"7337",29.66
"7338",41.02
"7339",53.41
"7340",65.73
"7341",77.43
"7342",88.44
"7343",98.19
"7344",105.13
"7345",106.62
"7346",100.08
"7347",84.31
"7348",60.5
"7349",32.1
"7350",3.73
"7351",-20.2
"7352",-36.94
"7353",-45.55
"7354",-46.76
"7355",-42.32
"7356",-34.44
"7357",-25.36
"7358",-17.21
"7359",-11.69
"7360",-9.99
"7361",-12.46
"7362",-18.34
"7363",-26
"7364",-33.21
"7365",-37.83
"7366",-38.53
"7367",-35.27
"7368",-29.15
"7369",-22.12
"7370",-16.31
"7371",-13.12
"7372",-12.94
"7373",-15.17
"7374",-18.53
"7375",-21.72
"7376",-23.95
"7377",-24.96
"7378",-24.97
"7379",-24.29
"7380",-23.03
"7381",-20.89
"7382",-17.26
"7383",-11.33
"7384",-2.53
"7385",9.12
"7386",22.87
"7387",37.17
"7388",50.11
"7389",59.84
"7390",65.14
"7391",65.7
"7392",62.27
"7393",56.46
"7394",50.58
"7395",47.19
"7396",48.61
"7397",56.04
"7398",68.9
"7399",84.5
"7400",98.71
"7401",107.51
"7402",108.61
"7403",102.49
"7404",92.14
"7405",81.79
"7406",74.74
"7407",72.23
"7408",73.19
"7409",75.28
"7410",76.34
"7411",75.48
"7412",73.13
"7413",70.34
"7414",67.69
"7415",64.61
"7416",59.65
"7417",51.19
"7418",38.64
"7419",22.94
"7420",6.17
"7421",-9.53
"7422",-22.91
"7423",-34.16
"7424",-44.26
"7425",-53.92
"7426",-62.83
"7427",-69.82
"7428",-73.69
"7429",-74.25
"7430",-72.74
"7431",-70.99
"7432",-70.43
"7433",-71.17
"7434",-71.98
"7435",-71.28
"7436",-68.41
"7437",-64.15
"7438",-60.35
"7439",-58.82
"7440",-60.08
"7441",-63.08
"7442",-65.63
"7443",-65.83
"7444",-62.92
"7445",-57.81
"7446",-52.44
"7447",-48.64
"7448",-47.2
"7449",-47.58
"7450",-48.3
"7451",-47.78
"7452",-45.22
"7453",-41.01
"7454",-36.35
"7455",-32.75
"7456",-31.16
"7457",-31.53
"7458",-32.89
"7459",-33.88
"7460",-33.35
"7461",-30.89
"7462",-26.98
"7463",-22.49
"7464",-18.25
"7465",-14.56
"7466",-11.15
"7467",-7.58
"7468",-3.55
"7469",0.77
"7470",4.96
"7471",8.59
"7472",11.5
"7473",13.7
"7474",15.26
"7475",15.96
"7476",15.24
"7477",12.49
"7478",7.44
"7479",0.54
"7480",-6.78
"7481",-12.5
"7482",-14.56
"7483",-11.51
"7484",-2.88
"7485",10.47
"7486",26.8
"7487",43.87
"7488",59.54
"7489",72.2
"7490",80.82
"7491",84.97
"7492",84.74
"7493",80.67
"7494",73.8
"7495",65.57
"7496",57.43
"7497",50.58
"7498",45.51
"7499",41.72
"7500",38.22
"7501",33.92
"7502",28.31
"7503",21.69
"7504",15.06
